OrderLineID;OrderID;ProductID;Quantity;UnitPrice;DiscountRate;LineAmount
OL001402_2;O001402;P0212;1;529.44;0.05;502.97
OL001403_1;O001403;P0160;6;275.66;0;1653.96
OL001403_2;O001403;P0311;2;604.23;0;1208.46
OL001404_1;O001404;P0309;1;494.09;0.2;395.27
OL001404_2;O001404;P0240;5;498.5;0;2492.5
OL001405_1;O001405;P0114;4;588.56;0;2354.24
OL001405_2;O001405;P0349;5;43.17;0.05;205.06
OL001405_3;O001405;P0108;5;478.09;0.1;2151.4
OL001405_4;O001405;P0259;2;135.79;0.05;258.0
OL001405_5;O001405;P0464;6;326.65;0;1959.9
OL001406_1;O001406;P0168;4;500.32;0;2001.28
OL001406_2;O001406;P0250;2;162.86;0.05;309.43
OL001407_1;O001407;P0214;4;710.29;0;2841.16
OL001407_2;O001407;P0024;3;365.16;0;1095.48
OL001407_3;O001407;P0480;3;345.57;0.2;829.37
OL001407_4;O001407;P0374;6;119.34;0.1;644.44
OL001408_1;O001408;P0456;1;49.86;0;49.86
OL001408_2;O001408;P0349;6;43.17;0.2;207.22
OL001408_3;O001408;P0185;1;666.88;0.2;533.5
OL001409_1;O001409;P0127;5;461.7;0;2308.5
OL001409_2;O001409;P0063;4;479.2;0.2;1533.44
OL001409_3;O001409;P0380;2;797.92;0.05;1516.05
OL001409_4;O001409;P0241;4;631.64;0.2;2021.25
OL001409_5;O001409;P0035;2;439.05;0;878.1
OL001410_1;O001410;P0093;1;560.53;0;560.53
OL001410_2;O001410;P0322;2;525.88;0;1051.76
OL001410_3;O001410;P0297;1;608.4;0.05;577.98
OL001411_1;O001411;P0126;1;160.09;0.2;128.07
OL001411_2;O001411;P0305;4;788.44;0.1;2838.38
OL001412_1;O001412;P0354;1;397.17;0.2;317.74
OL001413_1;O001413;P0059;3;107.29;0;321.87
OL001413_2;O001413;P0161;3;418.66;0.1;1130.38
OL001413_3;O001413;P0156;4;484.9;0.2;1551.68
OL001413_4;O001413;P0060;1;519.25;0.1;467.32
OL001414_1;O001414;P0478;6;117.26;0;703.56
OL001414_2;O001414;P0145;6;675.85;0.2;3244.08
OL001414_3;O001414;P0329;1;443.35;0;443.35
OL001414_4;O001414;P0429;2;719.05;0;1438.1
OL001414_5;O001414;P0058;4;496.7;0;1986.8
OL001415_1;O001415;P0224;4;486.68;0.2;1557.38
OL001416_1;O001416;P0473;4;774.64;0.2;2478.85
OL001416_2;O001416;P0211;6;351.92;0;2111.52
OL001416_3;O001416;P0488;5;528.49;0;2642.45
OL001416_4;O001416;P0092;3;376.04;0;1128.12
OL001417_1;O001417;P0107;6;654.87;0;3929.22
OL001417_2;O001417;P0145;6;675.85;0;4055.1
OL001417_3;O001417;P0185;2;666.88;0;1333.76
OL001418_1;O001418;P0229;1;135.9;0;135.9
OL001418_2;O001418;P0401;4;119.48;0.2;382.34
OL001418_3;O001418;P0129;4;240.53;0.1;865.91
OL001418_4;O001418;P0313;4;686.48;0;2745.92
OL001419_1;O001419;P0227;2;743.62;0.1;1338.52
OL001419_2;O001419;P0329;5;443.35;0.1;1995.08
OL001420_1;O001420;P0015;4;787.05;0;3148.2
OL001420_2;O001420;P0436;4;646.77;0.2;2069.66
OL001420_3;O001420;P0016;1;185.38;0.2;148.3
OL001421_1;O001421;P0026;6;100.02;0.1;540.11
OL001421_2;O001421;P0140;5;470.31;0.05;2233.97
OL001421_3;O001421;P0481;4;741.99;0.2;2374.37
OL001421_4;O001421;P0224;5;486.68;0.2;1946.72
OL001422_1;O001422;P0337;5;154.1;0;770.5
OL001422_2;O001422;P0296;1;702.13;0;702.13
OL001422_3;O001422;P0052;3;606.63;0.05;1728.9
OL001422_4;O001422;P0358;4;435.78;0.1;1568.81
OL001422_5;O001422;P0408;6;316.09;0.1;1706.89
OL001423_1;O001423;P0478;4;117.26;0.1;422.14
OL001424_1;O001424;P0374;2;119.34;0;238.68
OL001424_2;O001424;P0317;3;746.16;0.2;1790.78
OL001425_1;O001425;P0111;6;169.16;0.05;964.21
OL001425_2;O001425;P0359;4;233.67;0;934.68
OL001426_1;O001426;P0137;2;549.67;0.1;989.41
OL001426_2;O001426;P0128;5;242.69;0.2;970.76
OL001426_3;O001426;P0120;3;48.04;0.1;129.71
OL001427_1;O001427;P0459;1;255.21;0.1;229.69
OL001427_2;O001427;P0323;2;751.63;0;1503.26
OL001427_3;O001427;P0437;1;63.59;0.1;57.23
OL001428_1;O001428;P0410;5;62.25;0.2;249.0
OL001428_2;O001428;P0215;2;239.56;0;479.12
OL001429_1;O001429;P0136;5;787.65;0.05;3741.34
OL001429_2;O001429;P0151;5;107.86;0.05;512.33
OL001429_3;O001429;P0245;6;434.35;0.05;2475.8
OL001430_1;O001430;P0140;4;470.31;0.2;1504.99
OL001430_2;O001430;P0089;3;216.18;0.1;583.69
OL001430_3;O001430;P0148;2;570.56;0.2;912.9
OL001430_4;O001430;P0306;5;185.45;0.1;834.52
OL001431_1;O001431;P0189;6;88.85;0;533.1
OL001431_2;O001431;P0409;5;613.99;0;3069.95
OL001431_3;O001431;P0439;3;388.5;0.1;1048.95
OL001432_1;O001432;P0208;3;744.87;0;2234.61
OL001432_2;O001432;P0381;4;126.93;0.2;406.18
OL001432_3;O001432;P0328;6;32.57;0.1;175.88
OL001433_1;O001433;P0415;5;736.04;0.1;3312.18
OL001433_2;O001433;P0125;6;526.37;0.1;2842.4
OL001433_3;O001433;P0468;3;765.15;0.2;1836.36
OL001433_4;O001433;P0053;2;114.83;0;229.66
OL001434_1;O001434;P0373;2;659.33;0;1318.66
OL001434_2;O001434;P0213;1;771.24;0;771.24
OL001435_1;O001435;P0031;5;675.17;0.1;3038.26
OL001435_2;O001435;P0455;1;714.87;0.05;679.13
OL001436_1;O001436;P0084;1;437.82;0;437.82
OL001436_2;O001436;P0332;1;423.42;0.05;402.25
OL001436_3;O001436;P0044;3;703.08;0.05;2003.78
OL001437_1;O001437;P0379;5;436.54;0.2;1746.16
OL001437_2;O001437;P0140;4;470.31;0.05;1787.18
OL001437_3;O001437;P0338;4;501.98;0.1;1807.13
OL001438_1;O001438;P0200;4;271.41;0.1;977.08
OL001438_2;O001438;P0009;4;320.42;0.05;1217.6
OL001439_1;O001439;P0175;4;544.63;0;2178.52
OL001439_2;O001439;P0448;2;423.67;0.2;677.87
OL001440_1;O001440;P0433;1;502.36;0;502.36
OL001440_2;O001440;P0045;1;679.26;0;679.26
OL001440_3;O001440;P0257;3;475.78;0;1427.34
OL001441_1;O001441;P0325;2;60.4;0.05;114.76
OL001441_2;O001441;P0208;3;744.87;0;2234.61
OL001441_3;O001441;P0173;2;352.63;0.05;670.0
OL001441_4;O001441;P0329;2;443.35;0.1;798.03
OL001441_5;O001441;P0396;4;397.05;0.2;1270.56
OL001442_1;O001442;P0170;1;715.35;0;715.35
OL001442_2;O001442;P0088;3;513.4;0.2;1232.16
OL001443_1;O001443;P0168;2;500.32;0;1000.64
OL001443_2;O001443;P0403;5;578.36;0.1;2602.62
OL001443_3;O001443;P0255;3;714.76;0.2;1715.42
OL001443_4;O001443;P0487;5;584.31;0.2;2337.24
OL001444_1;O001444;P0456;3;49.86;0;149.58
OL001444_2;O001444;P0429;6;719.05;0.2;3451.44
OL001444_3;O001444;P0175;1;544.63;0;544.63
OL001444_4;O001444;P0346;5;135.3;0.1;608.85
OL001445_1;O001445;P0405;2;158.47;0;316.94
OL001445_2;O001445;P0135;4;684.61;0;2738.44
OL001445_3;O001445;P0036;5;90.91;0.2;363.64
OL001445_4;O001445;P0256;5;439.34;0.1;1977.03
OL001446_1;O001446;P0025;2;604.34;0;1208.68
OL001446_2;O001446;P0425;6;706.91;0;4241.46
OL001446_3;O001446;P0032;5;313.32;0.05;1488.27
OL001446_4;O001446;P0150;3;566.66;0;1699.98
OL001447_1;O001447;P0351;1;635.26;0;635.26
OL001447_2;O001447;P0298;2;312.31;0.1;562.16
OL001448_1;O001448;P0454;1;261.6;0;261.6
OL001448_2;O001448;P0129;5;240.53;0;1202.65
OL001448_3;O001448;P0315;3;47.69;0.05;135.92
OL001448_4;O001448;P0104;3;281.79;0;845.37
OL001448_5;O001448;P0056;1;621.03;0;621.03
OL001449_1;O001449;P0106;3;799.69;0;2399.07
OL001450_1;O001450;P0368;1;408.71;0.05;388.27
OL001450_2;O001450;P0324;1;195.36;0.05;185.59
OL001450_3;O001450;P0157;5;570.4;0.1;2566.8
OL001451_1;O001451;P0145;1;675.85;0.1;608.26
OL001451_2;O001451;P0291;3;78.61;0.1;212.25
OL001451_3;O001451;P0471;2;260.11;0.05;494.21
OL001451_4;O001451;P0086;6;778.32;0;4669.92
OL001451_5;O001451;P0081;2;621.09;0.05;1180.07
OL001452_1;O001452;P0489;3;70.72;0.2;169.73
OL001452_2;O001452;P0184;1;100.07;0.1;90.06
OL001452_3;O001452;P0348;6;142.21;0.05;810.6
OL001452_4;O001452;P0320;5;765.71;0;3828.55
OL001452_5;O001452;P0384;6;349.75;0.2;1678.8
OL001453_1;O001453;P0449;6;114.85;0.2;551.28
OL001453_2;O001453;P0193;4;522.59;0.2;1672.29
OL001454_1;O001454;P0384;5;349.75;0;1748.75
OL001455_1;O001455;P0022;6;271.48;0;1628.88
OL001455_2;O001455;P0055;4;587.3;0;2349.2
OL001455_3;O001455;P0114;6;588.56;0.05;3354.79
OL001455_4;O001455;P0007;6;263.33;0.1;1421.98
OL001456_1;O001456;P0387;4;305.32;0.1;1099.15
OL001456_2;O001456;P0352;5;607.79;0.05;2887.0
OL001456_3;O001456;P0472;1;789.27;0.05;749.81
OL001456_4;O001456;P0349;1;43.17;0.1;38.85
OL001456_5;O001456;P0465;4;313.22;0.2;1002.3
OL001457_1;O001457;P0023;5;157.25;0;786.25
OL001457_2;O001457;P0216;6;264.68;0;1588.08
OL001457_3;O001457;P0199;3;380.74;0.1;1028.0
OL001458_1;O001458;P0477;1;66.68;0.2;53.34
OL001458_2;O001458;P0077;3;382.69;0.1;1033.26
OL001458_3;O001458;P0311;4;604.23;0;2416.92
OL001459_1;O001459;P0322;5;525.88;0.1;2366.46
OL001459_2;O001459;P0379;2;436.54;0;873.08
OL001459_3;O001459;P0293;4;451.7;0;1806.8
OL001459_4;O001459;P0030;3;394.47;0;1183.41
OL001459_5;O001459;P0254;6;489.24;0;2935.44
OL001460_1;O001460;P0301;6;463.23;0;2779.38
OL001460_2;O001460;P0057;4;523.52;0.1;1884.67
OL001460_3;O001460;P0105;1;183.03;0.2;146.42
OL001460_4;O001460;P0047;5;276.83;0.2;1107.32
OL001461_1;O001461;P0214;4;710.29;0;2841.16
OL001461_2;O001461;P0329;6;443.35;0.05;2527.1
OL001461_3;O001461;P0252;4;630.67;0.05;2396.55
OL001462_1;O001462;P0241;2;631.64;0;1263.28
OL001462_2;O001462;P0112;2;126.69;0.05;240.71
OL001463_1;O001463;P0007;2;263.33;0.2;421.33
OL001463_2;O001463;P0002;6;76.91;0.1;415.31
OL001464_1;O001464;P0258;1;297.45;0.1;267.7
OL001464_2;O001464;P0249;5;271.37;0;1356.85
OL001465_1;O001465;P0298;5;312.31;0.05;1483.47
OL001465_2;O001465;P0173;1;352.63;0;352.63
OL001465_3;O001465;P0103;6;795.33;0.1;4294.78
OL001466_1;O001466;P0364;3;219.99;0.05;626.97
OL001466_2;O001466;P0065;6;63.35;0.1;342.09
OL001467_1;O001467;P0169;2;336.35;0.05;639.07
OL001467_2;O001467;P0435;5;639.42;0.05;3037.24
OL001467_3;O001467;P0408;5;316.09;0.2;1264.36
OL001467_4;O001467;P0037;5;655.22;0.05;3112.3
OL001468_1;O001468;P0205;6;483.96;0;2903.76
OL001468_2;O001468;P0210;3;475.56;0.1;1284.01
OL001469_1;O001469;P0439;3;388.5;0.2;932.4
OL001469_2;O001469;P0399;3;528.98;0;1586.94
OL001469_3;O001469;P0344;6;616.84;0.05;3515.99
OL001469_4;O001469;P0380;3;797.92;0.1;2154.38
OL001469_5;O001469;P0246;4;725.45;0.1;2611.62
OL001470_1;O001470;P0289;6;528.94;0.05;3014.96
OL001470_2;O001470;P0492;5;280.85;0;1404.25
OL001471_1;O001471;P0274;1;169.86;0.1;152.87
OL001471_2;O001471;P0070;1;493.71;0;493.71
OL001471_3;O001471;P0015;2;787.05;0;1574.1
OL001471_4;O001471;P0282;5;793.52;0;3967.6
OL001472_1;O001472;P0115;4;743.79;0.05;2826.4
OL001472_2;O001472;P0216;4;264.68;0;1058.72
OL001472_3;O001472;P0236;6;664.71;0;3988.26
OL001472_4;O001472;P0297;6;608.4;0;3650.4
OL001472_5;O001472;P0178;4;158.86;0.05;603.67
OL001473_1;O001473;P0139;4;502.22;0.2;1607.1
OL001473_2;O001473;P0335;5;207.42;0.1;933.39
OL001473_3;O001473;P0383;2;166.51;0;333.02
OL001474_1;O001474;P0066;3;324.4;0.05;924.54
OL001474_2;O001474;P0254;5;489.24;0;2446.2
OL001474_3;O001474;P0352;1;607.79;0.2;486.23
OL001474_4;O001474;P0168;5;500.32;0;2501.6
OL001475_1;O001475;P0481;3;741.99;0.05;2114.67
OL001475_2;O001475;P0201;4;195.65;0;782.6
OL001475_3;O001475;P0323;3;751.63;0.1;2029.4
OL001475_4;O001475;P0145;2;675.85;0.1;1216.53
OL001475_5;O001475;P0386;5;644.21;0;3221.05
OL001476_1;O001476;P0180;3;515.85;0;1547.55
OL001477_1;O001477;P0339;5;27.48;0.05;130.53
OL001477_2;O001477;P0033;2;75.31;0.05;143.09
OL001478_1;O001478;P0324;4;195.36;0;781.44
OL001479_1;O001479;P0149;6;168.57;0;1011.42
OL001479_2;O001479;P0011;5;638.57;0;3192.85
OL001479_3;O001479;P0262;2;522.33;0.1;940.19
OL001480_1;O001480;P0287;1;73.23;0.2;58.58
OL001480_2;O001480;P0167;1;472.6;0;472.6
OL001480_3;O001480;P0115;1;743.79;0;743.79
OL001481_1;O001481;P0391;1;426.17;0;426.17
OL001481_2;O001481;P0031;2;675.17;0.2;1080.27
OL001482_1;O001482;P0247;1;163.52;0.2;130.82
OL001482_2;O001482;P0447;6;391.3;0;2347.8
OL001482_3;O001482;P0137;5;549.67;0.1;2473.51
OL001482_4;O001482;P0340;2;193.92;0.1;349.06
OL001482_5;O001482;P0166;3;185.58;0.1;501.07
OL001483_1;O001483;P0273;2;481.26;0.05;914.39
OL001483_2;O001483;P0072;6;579.4;0.1;3128.76
OL001483_3;O001483;P0336;5;199.25;0.2;797.0
OL001483_4;O001483;P0496;1;549.97;0;549.97
OL001483_5;O001483;P0418;5;726.66;0.05;3451.63
OL001484_1;O001484;P0019;6;629.57;0.05;3588.55
OL001484_2;O001484;P0031;6;675.17;0.1;3645.92
OL001484_3;O001484;P0385;5;263.38;0;1316.9
OL001484_4;O001484;P0497;5;19.37;0.2;77.48
OL001485_1;O001485;P0383;6;166.51;0.05;949.11
OL001485_2;O001485;P0193;2;522.59;0;1045.18
OL001485_3;O001485;P0438;2;582.27;0.2;931.63
OL001486_1;O001486;P0207;2;659.25;0.2;1054.8
OL001486_2;O001486;P0279;1;332.83;0;332.83
OL001487_1;O001487;P0491;6;148.57;0.05;846.85
OL001487_2;O001487;P0247;4;163.52;0;654.08
OL001487_3;O001487;P0488;2;528.49;0.1;951.28
OL001487_4;O001487;P0013;2;326.64;0.2;522.62
OL001488_1;O001488;P0488;3;528.49;0;1585.47
OL001488_2;O001488;P0396;6;397.05;0;2382.3
OL001488_3;O001488;P0478;6;117.26;0;703.56
OL001488_4;O001488;P0072;5;579.4;0;2897.0
OL001488_5;O001488;P0444;4;603.72;0;2414.88
OL001489_1;O001489;P0455;2;714.87;0;1429.74
OL001489_2;O001489;P0134;1;433.06;0;433.06
OL001489_3;O001489;P0456;2;49.86;0.05;94.73
OL001489_4;O001489;P0206;2;290.56;0;581.12
OL001489_5;O001489;P0104;2;281.79;0.2;450.86
OL001490_1;O001490;P0335;2;207.42;0;414.84
OL001490_2;O001490;P0100;2;146.52;0.05;278.39
OL001490_3;O001490;P0031;5;675.17;0.1;3038.26
OL001490_4;O001490;P0089;5;216.18;0.1;972.81
OL001491_1;O001491;P0088;3;513.4;0.2;1232.16
OL001491_2;O001491;P0225;2;147.3;0.2;235.68
OL001491_3;O001491;P0307;6;284.36;0.05;1620.85
OL001491_4;O001491;P0203;4;443.79;0;1775.16
OL001491_5;O001491;P0202;2;103.78;0;207.56
OL001492_1;O001492;P0264;3;726.72;0.1;1962.14
OL001493_1;O001493;P0394;4;310.75;0.1;1118.7
OL001493_2;O001493;P0092;2;376.04;0.2;601.66
OL001494_1;O001494;P0039;1;646.3;0;646.3
OL001494_2;O001494;P0262;3;522.33;0.2;1253.59
OL001494_3;O001494;P0219;1;549.88;0;549.88
OL001495_1;O001495;P0103;5;795.33;0.2;3181.32
OL001495_2;O001495;P0055;6;587.3;0.1;3171.42
OL001495_3;O001495;P0457;2;480.94;0.05;913.79
OL001496_1;O001496;P0397;5;248.84;0.2;995.36
OL001496_2;O001496;P0100;3;146.52;0.05;417.58
OL001497_1;O001497;P0431;4;493.52;0.1;1776.67
OL001498_1;O001498;P0088;5;513.4;0.2;2053.6
OL001499_1;O001499;P0072;1;579.4;0.1;521.46
OL001499_2;O001499;P0447;4;391.3;0.2;1252.16
OL001499_3;O001499;P0002;1;76.91;0;76.91
OL001500_1;O001500;P0152;2;768.81;0;1537.62
OL001500_2;O001500;P0127;6;461.7;0;2770.2
OL001500_3;O001500;P0188;1;581.63;0;581.63
OL001500_4;O001500;P0250;3;162.86;0.2;390.86
OL001500_5;O001500;P0204;2;297.04;0;594.08
OL001501_1;O001501;P0388;3;696.31;0.2;1671.14
OL001501_2;O001501;P0010;2;584.5;0;1169.0
OL001501_3;O001501;P0014;5;732.38;0.1;3295.71
OL001501_4;O001501;P0328;3;32.57;0;97.71
OL001501_5;O001501;P0148;5;570.56;0.1;2567.52
OL001502_1;O001502;P0286;2;660.37;0;1320.74
OL001503_1;O001503;P0482;3;99.4;0;298.2
OL001503_2;O001503;P0016;2;185.38;0.05;352.22
OL001503_3;O001503;P0183;4;223.28;0.2;714.5
OL001503_4;O001503;P0348;5;142.21;0.05;675.5
OL001504_1;O001504;P0202;4;103.78;0;415.12
OL001504_2;O001504;P0393;3;533.76;0.1;1441.15
OL001505_1;O001505;P0321;3;680.63;0;2041.89
OL001505_2;O001505;P0157;2;570.4;0.2;912.64
OL001505_3;O001505;P0127;3;461.7;0;1385.1
OL001505_4;O001505;P0206;1;290.56;0;290.56
OL001505_5;O001505;P0203;5;443.79;0.05;2108.0
OL001506_1;O001506;P0268;1;388.26;0.1;349.43
OL001506_2;O001506;P0162;2;579.81;0.05;1101.64
OL001506_3;O001506;P0428;6;454.12;0.2;2179.78
OL001506_4;O001506;P0035;2;439.05;0.05;834.19
OL001507_1;O001507;P0380;6;797.92;0.1;4308.77
OL001507_2;O001507;P0022;5;271.48;0.2;1085.92
OL001508_1;O001508;P0140;6;470.31;0.1;2539.67
OL001508_2;O001508;P0104;6;281.79;0.1;1521.67
OL001508_3;O001508;P0439;4;388.5;0;1554.0
OL001509_1;O001509;P0120;5;48.04;0.1;216.18
OL001509_2;O001509;P0049;1;10.53;0;10.53
OL001509_3;O001509;P0396;6;397.05;0.05;2263.18
OL001509_4;O001509;P0011;3;638.57;0.1;1724.14
OL001510_1;O001510;P0413;1;204.12;0.2;163.3
OL001510_2;O001510;P0339;5;27.48;0.1;123.66
OL001511_1;O001511;P0440;3;714.73;0.1;1929.77
OL001511_2;O001511;P0285;6;411.59;0.1;2222.59
OL001511_3;O001511;P0231;1;283.35;0;283.35
OL001511_4;O001511;P0198;3;534.33;0.1;1442.69
OL001511_5;O001511;P0356;2;437.87;0.2;700.59
OL001512_1;O001512;P0014;6;732.38;0.2;3515.42
OL001512_2;O001512;P0150;1;566.66;0.05;538.33
OL001512_3;O001512;P0347;5;711.14;0.05;3377.91
OL001512_4;O001512;P0449;3;114.85;0;344.55
OL001513_1;O001513;P0385;5;263.38;0.05;1251.06
OL001513_2;O001513;P0131;5;301.83;0;1509.15
OL001513_3;O001513;P0139;6;502.22;0.05;2862.65
OL001513_4;O001513;P0002;1;76.91;0;76.91
OL001514_1;O001514;P0249;2;271.37;0.2;434.19
OL001514_2;O001514;P0211;5;351.92;0;1759.6
OL001514_3;O001514;P0091;6;378.18;0.2;1815.26
OL001514_4;O001514;P0258;6;297.45;0.05;1695.46
OL001514_5;O001514;P0384;3;349.75;0;1049.25
OL001515_1;O001515;P0209;6;95.13;0.05;542.24
OL001515_2;O001515;P0142;4;383.71;0.05;1458.1
OL001515_3;O001515;P0261;4;635.25;0.2;2032.8
OL001515_4;O001515;P0360;6;44.58;0;267.48
OL001516_1;O001516;P0166;2;185.58;0.1;334.04
OL001516_2;O001516;P0002;6;76.91;0;461.46
OL001516_3;O001516;P0244;3;18.81;0;56.43
OL001516_4;O001516;P0359;1;233.67;0.05;221.99
OL001516_5;O001516;P0032;2;313.32;0.05;595.31
OL001517_1;O001517;P0452;4;162.11;0.2;518.75
OL001517_2;O001517;P0362;6;577.1;0.1;3116.34
OL001518_1;O001518;P0250;6;162.86;0.1;879.44
OL001519_1;O001519;P0140;4;470.31;0;1881.24
OL001519_2;O001519;P0172;4;611.34;0;2445.36
OL001519_3;O001519;P0423;3;403.13;0.1;1088.45
OL001519_4;O001519;P0414;4;357.25;0.2;1143.2
OL001520_1;O001520;P0446;4;305.63;0;1222.52
OL001520_2;O001520;P0048;2;504.68;0;1009.36
OL001520_3;O001520;P0406;6;488.43;0;2930.58
OL001520_4;O001520;P0418;6;726.66;0.1;3923.96
OL001520_5;O001520;P0197;4;19.76;0.1;71.14
OL001521_1;O001521;P0382;4;217.42;0;869.68
OL001521_2;O001521;P0239;5;352.09;0;1760.45
OL001521_3;O001521;P0188;5;581.63;0;2908.15
OL001521_4;O001521;P0123;5;261.79;0;1308.95
OL001521_5;O001521;P0489;3;70.72;0.1;190.94
OL001522_1;O001522;P0016;4;185.38;0;741.52
OL001523_1;O001523;P0176;6;407.64;0.2;1956.67
OL001523_2;O001523;P0299;6;17.68;0.2;84.86
OL001524_1;O001524;P0188;1;581.63;0.1;523.47
OL001525_1;O001525;P0392;3;498.19;0.05;1419.84
OL001525_2;O001525;P0272;6;637.75;0;3826.5
OL001525_3;O001525;P0343;1;381.42;0.2;305.14
OL001526_1;O001526;P0078;2;732.02;0;1464.04
OL001526_2;O001526;P0434;6;193.85;0.05;1104.94
OL001527_1;O001527;P0140;1;470.31;0.2;376.25
OL001527_2;O001527;P0308;6;554.48;0.05;3160.54
OL001527_3;O001527;P0127;4;461.7;0.05;1754.46
OL001527_4;O001527;P0284;6;324.52;0;1947.12
OL001527_5;O001527;P0415;2;736.04;0.1;1324.87
OL001528_1;O001528;P0022;5;271.48;0;1357.4
OL001528_2;O001528;P0138;1;449.53;0;449.53
OL001528_3;O001528;P0111;3;169.16;0;507.48
OL001528_4;O001528;P0175;1;544.63;0.2;435.7
OL001528_5;O001528;P0430;6;558.75;0;3352.5
OL001529_1;O001529;P0036;1;90.91;0.1;81.82
OL001529_2;O001529;P0360;4;44.58;0.2;142.66
OL001530_1;O001530;P0204;2;297.04;0;594.08
OL001530_2;O001530;P0235;3;505.28;0.2;1212.67
OL001531_1;O001531;P0254;6;489.24;0;2935.44
OL001531_2;O001531;P0389;4;382.24;0.1;1376.06
OL001531_3;O001531;P0182;4;130.97;0.2;419.1
OL001532_1;O001532;P0139;3;502.22;0;1506.66
OL001532_2;O001532;P0271;4;181.11;0;724.44
OL001532_3;O001532;P0449;6;114.85;0.2;551.28
OL001532_4;O001532;P0450;3;255.68;0;767.04
OL001533_1;O001533;P0251;3;130.39;0.05;371.61
OL001533_2;O001533;P0279;4;332.83;0;1331.32
OL001533_3;O001533;P0259;6;135.79;0;814.74
OL001534_1;O001534;P0264;5;726.72;0.05;3451.92
OL001534_2;O001534;P0290;5;561.78;0.2;2247.12
OL001534_3;O001534;P0064;5;459.02;0;2295.1
OL001534_4;O001534;P0008;4;240.24;0.2;768.77
OL001535_1;O001535;P0241;3;631.64;0;1894.92
OL001535_2;O001535;P0464;3;326.65;0;979.95
OL001536_1;O001536;P0255;1;714.76;0;714.76
OL001536_2;O001536;P0216;2;264.68;0.2;423.49
OL001536_3;O001536;P0152;3;768.81;0;2306.43
OL001536_4;O001536;P0069;6;355.61;0.1;1920.29
OL001537_1;O001537;P0381;2;126.93;0;253.86
OL001538_1;O001538;P0385;1;263.38;0;263.38
OL001538_2;O001538;P0041;6;694.97;0;4169.82
OL001539_1;O001539;P0386;3;644.21;0;1932.63
OL001539_2;O001539;P0097;6;304.07;0.05;1733.2
OL001539_3;O001539;P0073;2;103.26;0.05;196.19
OL001539_4;O001539;P0109;5;759.21;0;3796.05
OL001539_5;O001539;P0482;5;99.4;0;497.0
OL001540_1;O001540;P0096;1;120.44;0;120.44
OL001540_2;O001540;P0480;3;345.57;0.2;829.37
OL001540_3;O001540;P0159;4;773.52;0;3094.08
OL001541_1;O001541;P0396;5;397.05;0;1985.25
OL001541_2;O001541;P0189;6;88.85;0.2;426.48
OL001541_3;O001541;P0406;5;488.43;0.05;2320.04
OL001541_4;O001541;P0229;4;135.9;0;543.6
OL001541_5;O001541;P0451;4;615.28;0.2;1968.9
OL001542_1;O001542;P0304;3;613.75;0.1;1657.12
OL001542_2;O001542;P0383;4;166.51;0.1;599.44
OL001542_3;O001542;P0269;6;463.05;0;2778.3
OL001542_4;O001542;P0267;5;103.48;0.2;413.92
OL001543_1;O001543;P0118;6;198.02;0.05;1128.71
OL001543_2;O001543;P0493;6;336.23;0;2017.38
OL001544_1;O001544;P0484;5;383.24;0.1;1724.58
OL001544_2;O001544;P0348;4;142.21;0.2;455.07
OL001544_3;O001544;P0044;6;703.08;0.1;3796.63
OL001544_4;O001544;P0284;6;324.52;0;1947.12
OL001544_5;O001544;P0415;2;736.04;0;1472.08
OL001545_1;O001545;P0130;5;716.95;0;3584.75
OL001546_1;O001546;P0081;6;621.09;0;3726.54
OL001546_2;O001546;P0248;6;540.63;0.05;3081.59
OL001546_3;O001546;P0449;6;114.85;0.2;551.28
OL001547_1;O001547;P0443;3;306.44;0;919.32
OL001547_2;O001547;P0389;2;382.24;0.05;726.26
OL001548_1;O001548;P0166;1;185.58;0;185.58
OL001548_2;O001548;P0341;1;630.72;0;630.72
OL001548_3;O001548;P0154;6;626.07;0.2;3005.14
OL001548_4;O001548;P0225;5;147.3;0;736.5
OL001549_1;O001549;P0202;4;103.78;0.1;373.61
OL001549_2;O001549;P0310;4;494.34;0.05;1878.49
OL001549_3;O001549;P0243;2;318.88;0;637.76
OL001550_1;O001550;P0477;5;66.68;0.05;316.73
OL001550_2;O001550;P0367;2;372.39;0.05;707.54
OL001550_3;O001550;P0167;5;472.6;0.1;2126.7
OL001550_4;O001550;P0373;6;659.33;0.1;3560.38
OL001551_1;O001551;P0486;6;640.6;0.1;3459.24
OL001551_2;O001551;P0384;6;349.75;0;2098.5
OL001551_3;O001551;P0094;6;775.04;0.1;4185.22
OL001552_1;O001552;P0445;1;197.74;0.2;158.19
OL001552_2;O001552;P0164;1;385.83;0.2;308.66
OL001552_3;O001552;P0429;3;719.05;0.1;1941.43
OL001552_4;O001552;P0456;4;49.86;0;199.44
OL001552_5;O001552;P0009;1;320.42;0.1;288.38
OL001553_1;O001553;P0056;1;621.03;0;621.03
OL001553_2;O001553;P0380;6;797.92;0.05;4548.14
OL001553_3;O001553;P0392;2;498.19;0.1;896.74
OL001553_4;O001553;P0384;6;349.75;0;2098.5
OL001553_5;O001553;P0310;4;494.34;0.05;1878.49
OL001554_1;O001554;P0356;5;437.87;0.2;1751.48
OL001554_2;O001554;P0197;5;19.76;0.2;79.04
OL001555_1;O001555;P0261;5;635.25;0;3176.25
