OrderID;OrderDate_raw;CustomerID;ChannelID;OrderStatus;ShippingCityID;PromoCode
O000895;2022-08-21;C1200;CH1;Shipped;CITY12;
O000896;06/05/2021;C1144;CH1;Pending;CITY09;
O000897;2022-12-23;C1258;CH1;Cancelled ;CITY07;
O000898;09/18/2023;C1052;CH4;Completed;CITY07;
O000899;09/21/2024;C1101;CH2;Shipped ;CITY06;
O000900;08/02/2022;C1081;CH4;Shipped;CITY12;
O000901;01/09/2021;C1103;CH1;Cancelled;CITY08;
O000902;2021-08-07;C1122;CH1;Returned;CITY01;
O000903;2021-10-15;C1163;CH2;Shipped;CITY10;
O000904;2023-09-29;C1110;CH1;Pending;CITY12;BF
O000905;2024-12-24;C1312;CH4;Pending;CITY07;
O000906;2024-07-02;C1102;CH2;Cancelled;CITY05;RAMADAN
O000907;17/11/2022;C1252;CH5;COMPLETED;CITY12;
O000908;2025-11-04;C1284;CH2;Cancelled;CITY04;
O000909;2022-05-12;C1258;CH4;Shipped;CITY03;WELCOME
O000910;09/28/2022;C1201;CH5;Pending;CITY03;BF
O000911;2021-06-26;C1301;CH1;Returned;CITY03;BF
O000912;27/04/2021;C1019;CH5;Completed;CITY02;
O000913;11/19/2022;C1142;CH1;Pending;CITY10;WELCOME
O000914;15/11/2023;C1042;CH2;Cancelled;CITY06;
O000915;01/18/2021;C1313;CH4;Shipped;CITY09;SUMMER
O000916;2025-02-11;C1182;CH1;Completed;CITY12;
O000917;01/12/2022;C1217;CH4;Shipped;CITY01;
O000918;07/14/2025;C1162;CH5;Returned;CITY08;
O000919;2022-11-07;C1247;CH5;Returned;CITY03;
O000920;2025-05-04;C1022;CH1;Returned;CITY11;
O000921;11/05/2021;C1329;CH5;Shipped;CITY03;
O000922;2024-05-23;C1107;CH1; Returned;CITY01;BF
O000923;2023-01-15;C1122;CH4;Pending;CITY08;WELCOME
O000924;2023-02-03;C1112;CH3;Pending;CITY07;
O000925;2025-09-01;C1253;CH2;Shipped;CITY06;
O000926;2022-09-08;C1124;CH4;Returned;CITY06;WELCOME
O000927;2021-12-19;C1308;CH2;Returned ;CITY12;BF
O000928;2021-02-17;C1336;CH2;RETURNED;CITY02;RAMADAN
O000929;04/02/2023;C1183;CH2;Shipped;CITY11;BF
O000930;16/06/2022;C1323;CH4;Completed;CITY02;
O000931;16/04/2025;C1213;CH2;Shipped;CITY08;
O000932;22/12/2021;C1217;CH1;Returned;CITY11;
O000933;06/20/2024;C1306;CH3;Completed;CITY05;
O000934;07/29/2022;C1117;CH5;Returned;CITY06;WELCOME
O000935;08/08/2021;C1126;CH3;Cancelled;CITY07;
O000936;21/12/2025;C1019;CH2;Returned;CITY02;
O000937;10/22/2025;C1082;CH5;Completed;CITY02;WELCOME
O000938;02/05/2025;C1013;CH3;Cancelled;CITY01;BF
O000939;01/13/2021;C1067;CH4;Returned;CITY01;RAMADAN
O000940;07/14/2022;C1208;CH4;Pending;CITY12;
O000941;11/01/2021;C1001;CH1;Cancelled;CITY04;
O000942;2024-05-14;C1006;CH4;Returned;CITY07;
O000943;25/07/2023;C1058;CH4;Cancelled;CITY01;
O000944;2023-01-11;C1132;CH3;Shipped;CITY06;
O000945;10/11/2024;C1345;CH5;Returned;CITY04;
O000946;2023-01-15;C1253;CH2;SHIPPED;CITY09;BF
O000947;2022-09-01;C1200;CH4;Cancelled;CITY01;SUMMER
O000948;07/02/2023;C1095;CH3;Returned;CITY09;
O000949;01/07/2021;C1014;CH3;Returned;CITY11;
O000950;09/16/2023;C1029;CH4;Pending;CITY05;
O000951;02/11/2021;C1044;CH5;Completed;CITY07;WELCOME
O000952;08/07/2021;C1251;CH1;Completed;CITY06;
O000953;07/18/2024;C1160;CH4;CANCELLED;CITY02;
O000954;01/07/2021;C1293;CH2;Returned;CITY10;
O000955;06/07/2021;C1240;CH5;Returned;CITY01;SUMMER
O000956;2023-10-29;C1115;CH3;Shipped;CITY11;
O000957;08/06/2021;C1093;CH2;Shipped;CITY07;
O000958;30/04/2025;C1240;CH5;Shipped;CITY10;WELCOME
O000959;2023-09-18;C1325;CH2;Pending;CITY07;
O000960;2024-11-19;C1069;CH1;Shipped;CITY01;
O000961;01/14/2022;C1120;CH4;Pending;CITY09;WELCOME
O000962;2023-06-19;C1210;CH3;Completed;CITY11;WELCOME
O000963;2022-09-30;C1325;CH2;Pending;CITY10;
O000964;03/14/2021;C1324;CH2;Cancelled;CITY10;
O000965;05/31/2024;C1346;CH1;Returned;CITY03;SUMMER
O000966;2024-10-13;C1264;CH5;Returned;CITY08;
O000967;2022-07-05;C1104;CH3;Completed;CITY09;
O000968;2024-05-15;C1049;CH4;Shipped;CITY09;
O000969;2022-08-07;C1312;CH4;Shipped;CITY10;
O000970;2024-06-26;C1225;CH1; Completed;CITY09;SUMMER
O000971;2024-02-27;C1349;CH2;Cancelled;CITY06;
O000972;05/10/2021;C1135;CH2;Returned;CITY09;
O000973;2025-11-27;C1154;CH5;Completed;CITY09;
O000974;01/04/2021;C1150;CH5;Pending;CITY08;
O000975;2023-04-06;C1260;CH5;Shipped;CITY02;
O000976;20/12/2025;C1228;CH3;Pending;CITY07;RAMADAN
O000977;2025-05-24;C1253;CH3;Returned;CITY05;
O000978;2023-05-10;C1285;CH4; Pending;CITY08;
O000979;2025-04-19;C1106;CH2;Completed;CITY11;
O000980;2024-09-02;C1336;CH4;Pending;CITY11;RAMADAN
O000981;2025-09-04;C1160;CH1;Completed;CITY09;RAMADAN
O000982;2025-01-15;C1236;CH5;Shipped;CITY07;
O000983;2025-10-18;C1008;CH3;Pending;CITY09;
O000984;2022-09-22;C1230;CH2;Cancelled;CITY08;
O000985;05/23/2025;C1258;CH4;Cancelled;CITY12;
O000986;2024-07-30;C1085;CH1;Shipped;CITY10;
O000987;18/04/2024;C1112;CH3;Returned;CITY12;WELCOME
O000988;07/30/2021;C1311;CH3;Returned;CITY01;
O000989;29/08/2022;C1205;CH1;Cancelled;CITY06;
O000990;2023-06-23;C1272;CH1;Completed;CITY12;
O000991;2022-11-30;C1078;CH1;Shipped;CITY12;
O000992;11/24/2021;C1340;CH3;Cancelled;CITY03;BF
O000993;2021-10-27;C1015;CH5;Cancelled;CITY12;WELCOME
O000994;02/03/2024;C1321;CH4;Completed;CITY01;BF
O000995;2022-01-17;C1022;CH3;Returned;CITY12;RAMADAN
O000996;2021-03-27;C1296;CH1;Pending;CITY12;
O000997;2025-01-30;C1195;CH3;Shipped;CITY04;
O000998;26/06/2025;C1099;CH5; Shipped;CITY10;SUMMER
O000999;01/10/2025;C1291;CH3;Pending ;CITY05;BF
O001000;15/02/2025;C1209;CH4;Cancelled;CITY12;
O001001;11/23/2025;C1081;CH5;Cancelled;CITY02;
O001002;2024-08-01;C1253;CH5;Completed;CITY09;
O001003;2022-12-07;C1168;CH5;Cancelled;CITY05;
O001004;15/09/2025;C1333;CH1;Returned;CITY04;SUMMER
O001005;15/07/2025;C1025;CH5;Cancelled;CITY01;
O001006;09/16/2021;C1268;CH3;Returned;CITY11;
O001007;02/07/2022;C1153;CH5;Completed ;CITY04;BF
O001008;03/16/2023;C1020;CH5;Shipped;CITY07;
O001009;12/26/2024;C1271;CH3;Shipped;CITY03;
O001010;2023-07-19;C1174;CH3;Returned;CITY07;
O001011;24/07/2023;C1247;CH3;Pending ;CITY05;
O001012;2022-07-12;C1225;CH4;Shipped;CITY01;
O001013;20/11/2022;C1210;CH5;Cancelled;CITY10;SUMMER
O001014;2023-08-14;C1063;CH1;Completed;CITY08;BF
O001015;2023-04-02;C1130;CH1;Cancelled;CITY11;
O001016;2023-09-23;C1306;CH3;Shipped;CITY07;
O001017;2024-10-03;C1302;CH4;Cancelled;CITY12;
O001018;2021-02-22;C1097;CH5;Shipped;CITY10;WELCOME
O001019;2024-01-18;C1221;CH5;Cancelled;CITY02;BF
O001020;12/24/2022;C1101;CH4;Shipped;CITY06;
O001021;14/03/2022;C1118;CH3;Completed;CITY05;
O001022;23/11/2024;C1137;CH5;Completed;CITY11;WELCOME
O001023;2022-05-01;C1241;CH5;Pending;CITY09;
O001024;09/23/2025;C1170;CH5;Pending;CITY08;SUMMER
O001025;2023-07-11;C1096;CH5;Completed;CITY09;
O001026;2022-07-01;C1030;CH1;Completed;CITY07;
O001027;2021-01-06;C1247;CH4;Shipped;CITY03;
O001028;24/10/2023;C1199;CH5;Cancelled ;CITY03;BF
O001029;06/01/2024;C1349;CH1;Shipped;CITY10;WELCOME
O001030;2024-02-19;C1293;CH1;Cancelled;CITY07;BF
O001031;12/23/2021;C1057;CH4;Returned;CITY12;
O001032;09/01/2021;C1209;CH3;Shipped;CITY02;
O001033;01/23/2022;C1044;CH5;Pending;CITY08;
O001034;2023-10-22;C1231;CH1;Returned;CITY12;
O001035;2023-02-28;C1286;CH3;Completed;CITY07;
O001036;2025-04-07;C1121;CH1;Cancelled;CITY07;
O001037;07/12/2022;C1198;CH1;Pending;CITY08;
O001038;2023-05-07;C1174;CH4;Cancelled;CITY03;BF
O001039;2023-12-19;C1178;CH4;Completed;CITY12;
O001040;03/12/2024;C1289;CH4;Cancelled;CITY03;
O001041;14/04/2023;C1276;CH2;Pending;CITY04;WELCOME
O001042;28/03/2023;C1313;CH3;Cancelled;CITY07;SUMMER
O001043;31/03/2024;C1323;CH5;Completed;CITY05;
O001044;10/09/2023;C1285;CH4;Returned;CITY01;
O001045;2024-03-04;C1268;CH4;Cancelled;CITY12;
O001046;25/05/2023;C1004;CH2;Cancelled;CITY01;
O001047;18/06/2021;C1250;CH3;Pending;CITY05;
O001048;17/05/2025;C1050;CH3;Cancelled;CITY05;
O001049;2023-11-06;C1252;CH2;Cancelled;CITY12;
O001050;2021-06-04;C1137;CH5;Pending;CITY08;
O001051;12/19/2022;C1037;CH5;Cancelled ;CITY09;
O001052;04/30/2024;C1052;CH3;Returned;CITY06;
O001053;2022-09-12;C1056;CH3;Cancelled;CITY04;
O001054;2024-12-21;C1236;CH4;Cancelled;CITY11;
O001055;2025-03-22;C1157;CH2;Returned;CITY03;
O001056;2024-04-05;C1214;CH1;Completed;CITY10;
O001057;03/09/2021;C1113;CH4;Returned;CITY12;SUMMER
O001058;08/06/2025;C1093;CH4;Pending;CITY06;
O001059;2024-06-04;C1270;CH3;Shipped;CITY09;RAMADAN
O001060;06/03/2023;C1083;CH3;Shipped;CITY01;WELCOME
O001061;2022-09-09;C1074;CH4;Returned;CITY06;
O001062;13/02/2025;C1221;CH4;Pending;CITY04;
O001063;2021-12-24;C1262;CH4;Returned;CITY04;
O001064;05/17/2023;C1158;CH1;Cancelled;CITY05;WELCOME
O001065;19/01/2023;C1182;CH3;Returned;CITY05;
O001066;2025-10-19;C1044;CH2;Pending;CITY08;
O001067;2025-04-10;C1035;CH5;Shipped;CITY06;
O001068;2022-05-19;C1008;CH4;Completed;CITY02;
O001069;19/09/2022;C1097;CH2; Shipped;CITY10;
O001070;2025-08-30;C1262;CH5;Returned;CITY01;SUMMER
O001071;2023-05-12;C1305;CH1;Pending;CITY06;BF
O001072;07/28/2023;C1107;CH3;Shipped;CITY12;WELCOME
O001073;2022-08-05;C1311;CH5;Cancelled;CITY07;
O001074;2025-04-12;C1251;CH1;Completed;CITY06;
O001075;05/07/2022;C1240;CH4;Shipped;CITY02;
O001076;2022-11-22;C1164;CH1;Completed;CITY01;
O001077;2022-05-01;C1266;CH5;Shipped;CITY04;
O001078;2021-08-06;C1224;CH5;Returned;CITY05;BF
O001079;07/16/2023;C1167;CH4; Completed;CITY03;RAMADAN
O001080;24/11/2023;C1322;CH2;Returned;CITY07;
O001081;08/29/2023;C1200;CH5;Pending;CITY05;
O001082;16/05/2022;C1236;CH2;Shipped ;CITY02;WELCOME
O001083;22/05/2024;C1127;CH5; Shipped;CITY08;WELCOME
O001084;08/16/2022;C1032;CH1;Cancelled;CITY02;
O001085;2025-06-11;C1024;CH4;Shipped;CITY08;
O001086;04/15/2025;C1078;CH4;Pending;CITY01;BF
O001087;05/21/2022;C1311;CH1;Cancelled;CITY03;BF
O001088;10/12/2024;C1330;CH5;Completed;CITY11;
O001089;2023-11-08;C1129;CH5;Completed;CITY07;
O001090;2024-05-04;C1101;CH2;Completed;CITY02;
O001091;2023-07-06;C1143;CH2;Cancelled;CITY11;
O001092;30/11/2025;C1028;CH3;Returned;CITY07;BF
O001093;2022-03-20;C1290;CH3;Shipped;CITY08;RAMADAN
O001094;2024-02-08;C1232;CH1;Pending;CITY04;WELCOME
O001095;09/12/2025;C1062;CH4;Cancelled;CITY10;
O001096;2023-01-09;C1248;CH1;Cancelled;CITY03;BF
O001097;05/22/2024;C1332;CH1; Pending;CITY01;
O001098;2022-01-30;C1287;CH3;Pending;CITY09;
O001099;2025-09-01;C1293;CH5;Completed;CITY12;
O001100;2021-05-24;C1310;CH2;Cancelled;CITY09;RAMADAN
O001101;30/07/2024;C1322;CH2;Completed;CITY02;BF
O001102;31/12/2024;C1292;CH2;Cancelled;CITY09;RAMADAN
O001103;2025-04-09;C1131;CH3;Pending;CITY04;BF
O001104;2024-12-01;C1085;CH4;Returned;CITY06;
O001105;2023-03-21;C1011;CH2;Cancelled;CITY09;
O001106;2023-09-29;C1296;CH3;Pending ;CITY05;
O001107;2021-10-31;C1181;CH4;Shipped;CITY06;
O001108;11/14/2023;C1238;CH2;Cancelled;CITY11;
O001109;01/12/2022;C1001;CH4; Cancelled;CITY01;
O001110;07/02/2021;C1186;CH1;Completed;CITY09;SUMMER
O001111;2021-03-20;C1078;CH5; Cancelled;CITY11;RAMADAN
O001112;2022-03-29;C1063;CH4;Shipped;CITY12;
O001113;2022-08-18;C1169;CH5;COMPLETED;CITY08;
O001114;09/08/2021;C1168;CH2;Pending;CITY03;RAMADAN
O001115;11/28/2022;C1346;CH2;Returned;CITY02;SUMMER
O001116;2022-07-20;C1272;CH5;Completed;CITY06;
O001117;04/03/2021;C1166;CH3;Returned;CITY10;
O001118;2025-04-03;C1169;CH4;Shipped;CITY06;
O001119;02/16/2023;C1267;CH5;Shipped ;CITY08;BF
O001120;2022-07-30;C1199;CH1;Completed;CITY10;
O001121;2023-11-16;C1333;CH1;Returned;CITY10;
O001122;2025-05-21;C1141;CH3;Shipped;CITY05;
O001123;2022-08-07;C1334;CH2;Pending;CITY10;WELCOME
O001124;2024-07-07;C1326;CH5;Completed;CITY10;
O001125;04/27/2021;C1226;CH1;Shipped;CITY11;
O001126;01/26/2022;C1101;CH5;Pending;CITY07;
O001127;2022-05-03;C1160;CH3;Completed;CITY10;
O001128;2022-10-05;C1188;CH3;Shipped;CITY03;
O001129;2025-06-25;C1200;CH1;Cancelled;CITY11;
O001130;17/01/2023;C1197;CH3;Pending;CITY11;WELCOME
O001131;2025-06-14;C1110;CH2;Cancelled;CITY10;
O001132;11/03/2021;C1031;CH5;Shipped;CITY07;
O001133;2021-12-02;C1058;CH4;Cancelled;CITY11;RAMADAN
O001134;2022-04-05;C1012;CH4;Completed;CITY01;
O001135;2023-10-03;C1277;CH5;Shipped;CITY03;
O001136;2023-05-02;C1214;CH3;Returned;CITY05;
O001137;2021-01-29;C1226;CH1;Returned;CITY08;WELCOME
O001138;18/06/2025;C1306;CH2;Returned;CITY11;WELCOME
O001139;2025-11-17;C1295;CH3;Completed;CITY02;RAMADAN
O001140;2021-01-06;C1060;CH4;Completed;CITY07;BF
O001141;2021-04-30;C1145;CH2;Cancelled;CITY12;
O001142;02/02/2023;C1024;CH2;Pending;CITY11;RAMADAN
O001143;2022-10-21;C1304;CH4;Pending;CITY03;BF
O001144;05/04/2022;C1234;CH5;Cancelled;CITY07;
O001145;2023-11-24;C1260;CH1;Pending;CITY01;RAMADAN
O001146;2023-02-05;C1124;CH3;Cancelled;CITY02;
O001147;2023-11-14;C1312;CH5;Pending;CITY04;SUMMER
O001148;2024-09-19;C1068;CH1;Pending;CITY03;
O001149;27/08/2022;C1089;CH5;Cancelled;CITY09;SUMMER
O001150;06/26/2024;C1092;CH4;Shipped;CITY09;
O001151;01/18/2025;C1297;CH2;Shipped;CITY10;
O001152;2024-05-22;C1124;CH4;Pending;CITY06;
O001153;15/02/2023;C1017;CH2;Cancelled;CITY01;RAMADAN
O001154;2023-05-07;C1096;CH1;Completed;CITY12;
O001155;2023-11-18;C1205;CH4;Cancelled;CITY05;
O001156;09/19/2024;C1267;CH5;Shipped;CITY06;
O001157;07/27/2025;C1315;CH5;Returned;CITY12;
O001158;2024-01-22;C1199;CH2;Shipped;CITY06;
O001159;08/15/2025;C1113;CH3;Pending;CITY11;
O001160;11/27/2022;C1271;CH3;Returned;CITY08;RAMADAN
O001161;11/10/2022;C1175;CH3;Pending;CITY12;RAMADAN
O001162;2022-04-22;C1270;CH4;Pending;CITY05;
O001163;2022-12-23;C1273;CH4; Shipped;CITY03;RAMADAN
O001164;2022-02-27;C1030;CH1;Cancelled;CITY04;
O001165;12/30/2022;C1217;CH5;Returned ;CITY02;
O001166;10/30/2022;C1206;CH4;Completed;CITY03;
O001167;2022-12-25;C1253;CH3;Returned;CITY06;WELCOME
O001168;2021-06-02;C1286;CH2;Returned;CITY03;
O001169;2021-07-17;C1034;CH5;CANCELLED;CITY08;SUMMER
O001170;09/07/2022;C1029;CH2;Pending;CITY02;RAMADAN
O001171;12/08/2025;C1282;CH1;Pending;CITY08;
O001172;22/02/2022;C1154;CH2;Pending;CITY02;
O001173;10/27/2023;C1042;CH2;COMPLETED;CITY09;
O001174;17/11/2023;C1078;CH1;Cancelled;CITY12;
O001175;11/15/2024;C1280;CH5;Completed;CITY08;
O001176;2024-04-28;C1188;CH4;Completed;CITY09;BF
O001177;07/09/2025;C1100;CH4;Returned;CITY11;
O001178;10/30/2025;C1070;CH2;Cancelled;CITY02;
O001179;05/27/2022;C1093;CH2;Pending;CITY07;SUMMER
O001180;2024-01-15;C1072;CH3;Returned;CITY06;
O001181;05/28/2023;C1253;CH5;Returned;CITY04;BF
O001182;2023-04-27;C1215;CH3;Returned;CITY05;
O001183;2021-01-10;C1262;CH1;Completed;CITY02;
O001184;03/30/2023;C1011;CH3;Pending;CITY06;
O001185;2025-10-02;C1290;CH3;Shipped;CITY01;
O001186;2025-03-04;C1106;CH4;Returned;CITY01;
O001187;2025-10-20;C1009;CH2;Pending;CITY05;RAMADAN
O001188;2022-06-07;C1145;CH5;Shipped;CITY02;BF
O001189;2023-08-03;C1296;CH3;Pending;CITY02;BF
O001190;19/02/2025;C1122;CH1;Pending;CITY10;
O001191;06/01/2025;C1277;CH2;Cancelled;CITY08;SUMMER
O001192;2023-11-27;C1286;CH2;Completed;CITY08;WELCOME
O001193;31/07/2021;C1298;CH5;Cancelled ;CITY05;RAMADAN
O001194;2022-08-22;C1286;CH4; Shipped;CITY02;
O001195;12/06/2024;C1209;CH4;Shipped;CITY06;
O001196;26/08/2025;C1007;CH2; Shipped;CITY01;
O001197;2025-06-28;C1017;CH5;Returned;CITY03;
O001198;2023-08-23;C1202;CH3;PENDING;CITY09;
O001199;09/27/2025;C1199;CH3;Pending;CITY04;
O001200;2021-10-28;C1331;CH2;Pending;CITY02;
O001201;11/03/2021;C1272;CH3;Shipped;CITY08;RAMADAN
O001202;15/01/2021;C1278;CH5;Pending;CITY01;RAMADAN
O001203;12/29/2023;C1143;CH3;Shipped;CITY11;BF
O001204;05/09/2023;C1215;CH5;Shipped;CITY11;
O001205;24/10/2022;C1105;CH2;Shipped;CITY09;SUMMER
O001206;21/11/2024;C1190;CH1;Cancelled;CITY10;BF
O001207;06/04/2023;C1330;CH4;Cancelled;CITY02;SUMMER
O001208;29/10/2022;C1180;CH5;Shipped;CITY04;
O001209;2022-02-11;C1038;CH4;Completed;CITY03;
O001210;2022-02-24;C1095;CH2;Cancelled;CITY10;
O001211;12/03/2025;C1226;CH2;Cancelled;CITY08;
O001212;31/05/2025;C1315;CH1;Returned;CITY05;SUMMER
O001213;05/03/2025;C1166;CH2;Returned;CITY07;
O001214;07/01/2023;C1140;CH2;Pending;CITY09;SUMMER
O001215;09/03/2022;C1118;CH3;Pending;CITY02;RAMADAN
O001216;11/03/2022;C1244;CH4;Pending;CITY10;WELCOME
O001217;01/28/2025;C1294;CH4;Pending;CITY12;
O001218;2025-01-03;C1338;CH4;Completed;CITY06;WELCOME
O001219;21/05/2021;C1094;CH3;Pending;CITY02;
O001220;2023-12-27;C1224;CH1;Returned;CITY08;
O001221;11/04/2025;C1099;CH3;Returned;CITY05;WELCOME
O001222;2022-06-07;C1276;CH1;Shipped;CITY03;BF
O001223;2024-10-11;C1047;CH2;Completed;CITY11;
O001224;10/27/2022;C1182;CH5;Returned;CITY03;
O001225;2024-07-20;C1055;CH5;Shipped;CITY06;
O001226;2025-05-29;C1140;CH1;Returned;CITY07;WELCOME
O001227;2022-06-24;C1143;CH5; Pending;CITY11;SUMMER
O001228;05/30/2024;C1140;CH1;Pending;CITY05;
O001229;2025-10-21;C1146;CH4;Cancelled;CITY08;SUMMER
O001230;2023-06-11;C1004;CH2;Pending;CITY07;
O001231;10/23/2022;C1075;CH3;Cancelled;CITY12;BF
O001232;2022-01-04;C1055;CH3;Completed;CITY06;
O001233;08/14/2022;C1339;CH2;Cancelled;CITY02;WELCOME
O001234;12/07/2025;C1275;CH4;Returned;CITY04;BF
O001235;26/10/2023;C1055;CH1;Completed;CITY05;RAMADAN
O001236;2022-03-13;C1153;CH5;Returned;CITY08;
O001237;2021-04-05;C1127;CH3;Pending;CITY03;
O001238;2022-09-05;C1164;CH5;Shipped ;CITY11;
O001239;03/23/2023;C1065;CH1;Completed;CITY02;SUMMER
O001240;2024-12-20;C1236;CH3;Pending;CITY10;
O001241;2025-09-21;C1315;CH4;COMPLETED;CITY04;
O001242;2023-11-15;C1206;CH1;Cancelled;CITY08;
O001243;07/12/2025;C1224;CH1;Pending;CITY05;
O001244;2023-02-13;C1071;CH2;Returned;CITY03;
O001245;2024-08-11;C1300;CH4;Returned;CITY07;BF
O001246;2025-10-28;C1221;CH3;Completed;CITY01;BF
O001247;2024-04-01;C1179;CH3;Returned;CITY05;
O001248;2021-12-30;C1250;CH4;Shipped;CITY06;
O001249;2025-10-17;C1066;CH2;Cancelled;CITY08;
O001250;23/09/2022;C1144;CH2;Cancelled;CITY03;
O001251;2023-08-04;C1341;CH2;Shipped;CITY07;
O001252;2024-03-08;C1289;CH4;Cancelled;CITY08;WELCOME
O001253;02/04/2025;C1211;CH1;Returned;CITY09;
O001254;2021-04-15;C1086;CH4;Cancelled;CITY11;BF
O001255;16/12/2022;C1181;CH2;Pending;CITY11;WELCOME
O001256;2022-10-07;C1116;CH5;Pending;CITY06;
O001257;23/05/2022;C1208;CH5;Shipped;CITY12;SUMMER
O001258;2022-03-24;C1090;CH3;Completed;CITY03;
O001259;2022-06-30;C1201;CH4;Completed;CITY03;
O001260;28/10/2024;C1305;CH3;Completed;CITY08;
O001261;10/18/2025;C1174;CH1;Pending;CITY03;
O001262;05/05/2022;C1204;CH1;Cancelled;CITY08;
O001263;2025-09-27;C1328;CH3;Completed;CITY01;
O001264;2024-09-13;C1145;CH1;Pending;CITY03;
O001265;2025-07-04;C1131;CH2;Completed;CITY12;
O001266;07/05/2024;C1017;CH4;Pending;CITY06;
O001267;05/19/2022;C1183;CH4;Pending;CITY01;
O001268;2021-09-20;C1102;CH1;Returned;CITY12;BF
O001269;2022-03-22;C1264;CH3;Shipped;CITY04;
O001270;09/23/2023;C1074;CH2;Returned;CITY03;
O001271;21/11/2022;C1173;CH5;Completed;CITY07;
O001272;18/12/2025;C1166;CH1;Returned;CITY07;
O001273;25/10/2025;C1031;CH5;Cancelled;CITY06;
O001274;09/16/2023;C1305;CH4; Returned;CITY05;SUMMER
O001275;2024-04-15;C1113;CH3;Completed;CITY08;SUMMER
O001276;2023-03-25;C1184;CH2;Completed;CITY02;
O001277;09/09/2021;C1217;CH5;Cancelled;CITY11;BF
O001278;29/08/2023;C1045;CH3;Pending;CITY03;WELCOME
O001279;2025-06-07;C1282;CH2;Returned ;CITY04;
O001280;25/09/2024;C1342;CH2;Returned;CITY11;
O001281;16/01/2022;C1150;CH2;Shipped;CITY12;
O001282;2023-04-13;C1122;CH4;Returned;CITY11;
O001283;2022-05-26;C1047;CH3;Pending;CITY03;RAMADAN
O001284;2023-03-11;C1214;CH5;Completed;CITY09;RAMADAN
O001285;2024-10-15;C1032;CH2;Returned;CITY09;
O001286;2025-08-18;C1235;CH5;Shipped;CITY06;
O001287;12/06/2021;C1239;CH1;Pending;CITY06;RAMADAN
O001288;10/30/2022;C1042;CH5;Completed;CITY11;WELCOME
O001289;2023-05-17;C1210;CH2;Cancelled;CITY12;WELCOME
O001290;09/17/2021;C1308;CH1;Returned;CITY11;
O001291;04/02/2021;C1159;CH1;Shipped;CITY06;
O001292;2022-05-05;C1079;CH1;Pending;CITY05;RAMADAN
O001293;2022-11-27;C1261;CH1;Shipped;CITY06;
O001294;23/05/2023;C1296;CH1;Pending;CITY03;WELCOME
O001295;2025-06-26;C1096;CH5;Cancelled;CITY06;
O001296;2023-04-25;C1270;CH3;Pending;CITY12;
O001297;01/25/2022;C1145;CH4;Pending;CITY04;
O001298;03/08/2024;C1331;CH2;Completed;CITY12;
O001299;11/02/2025;C1108;CH5;SHIPPED;CITY09;
O001300;11/12/2024;C1288;CH2;Completed;CITY11;SUMMER
O001301;01/03/2023;C1179;CH3;Pending;CITY04;
O001302;04/22/2023;C1013;CH2;Shipped;CITY02;
O001303;22/04/2024;C1142;CH5;Completed;CITY01;WELCOME
O001304;2021-10-02;C1197;CH5;Cancelled;CITY06;BF
O001305;24/02/2022;C1188;CH4;Cancelled;CITY12;BF
O001306;02/05/2025;C1057;CH4;Shipped;CITY05;
O001307;2025-03-20;C1063;CH2;Pending;CITY10;
O001308;10/21/2024;C1019;CH2;Completed;CITY04;
O001309;2025-05-08;C1281;CH4;Pending;CITY09;
O001310;2024-11-05;C1224;CH3;Completed;CITY08;BF
O001311;2022-12-22;C1016;CH5;Cancelled;CITY10;
O001312;14/04/2023;C1274;CH4;Shipped;CITY06;
O001313;12/16/2022;C1142;CH5;Cancelled;CITY09;
O001314;2025-01-07;C1255;CH1;Cancelled;CITY11;WELCOME
O001315;03/12/2024;C1145;CH1;Shipped;CITY04;
O001316;2021-08-10;C1200;CH2;Pending;CITY12;WELCOME
O001317;2023-11-20;C1021;CH5;Pending;CITY09;
O001318;05/11/2022;C1220;CH3;Returned;CITY11;SUMMER
O001319;2023-10-29;C1057;CH3;Completed;CITY09;SUMMER
O001320;2025-12-28;C1021;CH2;Completed;CITY12;
O001321;2024-05-27;C1052;CH4;Pending;CITY02;
O001322;07/29/2021;C1183;CH4;Returned;CITY05;
O001323;2023-09-04;C1041;CH2; Cancelled;CITY05;
O001324;2024-12-21;C1202;CH4;Pending ;CITY08;BF
O001325;12/02/2024;C1018;CH3; Completed;CITY10;BF
O001326;04/30/2024;C1091;CH4;Shipped;CITY04;
O001327;10/05/2024;C1320;CH2;Shipped;CITY08;
O001328;2024-10-28;C1296;CH5;Cancelled;CITY04;SUMMER
O001329;21/01/2025;C1285;CH5;Pending;CITY10;
O001330;2024-02-06;C1143;CH3;Pending;CITY10;
O001331;23/02/2021;C1305;CH4;Shipped;CITY07;
O001332;05/10/2023;C1249;CH5;Shipped;CITY04;
O001333;25/05/2021;C1082;CH4;Pending;CITY08;
O001334;2024-10-10;C1013;CH1;Cancelled;CITY01;RAMADAN
O001335;2021-04-04;C1068;CH5;Pending;CITY09;
O001336;28/07/2022;C1096;CH3;Shipped;CITY05;
O001337;2024-03-15;C1155;CH2;Completed;CITY03;RAMADAN
O001338;2023-10-03;C1216;CH4;Shipped;CITY09;
O001339;03/27/2021;C1142;CH5;Shipped;CITY10;
O001340;23/05/2022;C1320;CH1;Pending;CITY06;
