OrderID;Gender;ChannelName;PaymentMethod;YearNumber;MonthNumber;TotalQuantity;AvgDiscount;NumberOfProducts;NumberOfCategories;TotalRevenue
O000754;Male;Call Center;Wallet;2022;9;19;0,075;4;3;7874,04
O000755;Male;Call Center;Cash;2025;3;3;0,2;1;1;556,42
O000756;Female;Marketplace;COD;2024;11;10;0,04;5;5;4106,14
O000757;Male;Call Center;Cash;2023;9;6;0,15;2;1;2253,48
O000758;Female;Marketplace;Bank Transfer;2023;11;4;0;1;1;1522,96
O000759;Male;Mobile App;COD;2023;3;4;0;1;1;1751,48
O000760;Female;Call Center;COD;2024;1;8;0,1;2;2;4722,99
O000761;Female;Marketplace;Cash;2023;2;9;0,125;4;2;4143,68
O000762;Female;Marketplace;Card;2024;11;10;0,1;4;3;2294,78
O000763;Female;Web;Card;2025;7;6;0,1;1;1;2885,38
O000764;Unknown;Mobile App;COD;2021;7;4;0;1;1;3181,32
O000765;Female;Store;Cash;2021;3;18;0,1125;4;4;4895,65
O000766;Female;Call Center;Cash;2024;3;12;0,06;5;5;3661,13
O000767;Unknown;Mobile App;Card;2022;2;8;0,05;3;2;3160,94
O000768;Male;Marketplace;Wallet;2022;3;7;0,1;2;2;3281,93
O000769;Female;Mobile App;Bank Transfer;2022;5;14;0,0375;4;4;3154,51
O000770;Male;Marketplace;Wallet;2023;10;5;0,15;2;2;2697,37
O000771;Female;Mobile App;Wallet;2023;3;11;0,133333333333333;3;3;2319,18
O000772;Female;Call Center;COD;2024;3;12;0,2;2;2;3310,32
O000773;Male;Call Center;Card;2024;2;10;0,025;2;2;1984,24
O000774;Female;Store;COD;2025;4;6;0,1;1;1;1120,07
O000775;Unknown;Web;COD;2025;2;5;0,2;1;1;732,12
O000776;Male;Call Center;Wallet;2024;8;5;0;1;1;1681,75
O000777;Male;Marketplace;Wallet;2024;6;12;0,0166666666666667;3;3;3885,7
O000778;Male;Call Center;Card;2024;3;2;0,05;1;1;1469,69
O000779;Female;Call Center;COD;2024;9;5;0;2;2;3030,98
O000780;Male;Marketplace;Bank Transfer;2024;11;11;0,05;4;3;2070,92
O000781;Female;Call Center;Cash;2025;3;5;0;1;1;2644,9
O000782;Female;Marketplace;Cash;2024;8;3;0,2;1;1;1584,89
O000783;Female;Marketplace;COD;2022;6;12;0,0125;4;2;4681,42
O000784;Male;Web;COD;2024;5;11;0,025;2;2;4446,06
O000785;Unknown;Call Center;COD;2024;7;4;0,05;1;1;1632,94
O000786;Male;Web;Wallet;2022;3;5;0;1;1;1487,25
O000787;Female;Web;COD;2021;3;8;0,0333333333333333;3;3;4467,52
O000788;Male;Call Center;Bank Transfer;2022;12;13;0,0625;4;2;5419,37
O000789;Unknown;Web;Wallet;2025;11;17;0,07;5;4;6135,59
O000790;Unknown;Store;Cash;2021;10;8;0,075;4;4;2001,05
O000791;Male;Call Center;Wallet;2024;8;12;0,01;5;5;3797,29
O000792;Female;Marketplace;Bank Transfer;2022;4;8;0,05;2;2;4101,68
O000793;Female;Marketplace;Card;2025;3;19;0,12;5;3;11172,37
O000794;Male;Store;Card;2024;6;9;0,05;2;2;4222,36
O000795;Unknown;Web;Cash;2021;2;3;0;2;2;268,67
O000796;Female;Marketplace;Bank Transfer;2023;12;8;0,116666666666667;3;3;2859,94
O000797;Female;Store;Bank Transfer;2025;1;18;0,0625;4;3;7834,2
O000798;Male;Store;Cash;2023;3;3;0;1;1;347,31
O000799;Male;Web;Card;2023;6;11;0,05;2;2;5621,56
O000800;Female;Call Center;Card;2025;7;12;0,1;2;2;5940,91
O000801;Female;Store;COD;2021;2;5;0,05;2;2;1115,29
O000802;Unknown;Call Center;Card;2025;6;12;0,0625;4;4;4445,77
O000803;Female;Web;COD;2024;7;15;0,07;5;5;7766,39
O000804;Unknown;Mobile App;Bank Transfer;2021;10;10;0,075;2;2;5046,34
O000805;Unknown;Marketplace;Wallet;2021;10;18;0,05;4;3;5816,5
O000806;Male;Call Center;Wallet;2024;4;18;0,09;5;5;5335,11
O000807;Female;Marketplace;Wallet;2025;7;14;0,05;5;3;3061,36
O000808;Female;Marketplace;Card;2021;9;9;0,1;2;2;2709,96
O000809;Female;Marketplace;COD;2021;4;12;0,05;2;2;5056,47
O000810;Female;Call Center;Cash;2023;11;5;0,1;1;1;1748,25
O000811;Male;Call Center;Bank Transfer;2024;3;13;0,15;3;3;4499,34
O000812;Female;Mobile App;Bank Transfer;2021;7;14;0,09;5;4;5621,57
O000813;Unknown;Web;Wallet;2022;8;4;0,05;2;2;2139,17
O000814;Male;Web;COD;2025;7;18;0,14;5;3;7505,79
O000815;Male;Mobile App;Wallet;2021;10;3;0;1;1;1662,57
O000816;Male;Call Center;Card;2024;3;9;0,07;5;3;2649,42
O000817;Female;Mobile App;Cash;2023;8;20;0,06;5;3;6885,48
O000818;Male;Marketplace;COD;2025;5;6;0;2;2;2565,72
O000819;Female;Call Center;Bank Transfer;2021;12;10;0,125;4;3;3487,94
O000820;Male;Marketplace;COD;2025;8;10;0,05;2;2;4301,13
O000821;Male;Marketplace;Bank Transfer;2022;12;25;0,11;5;4;11333,02
O000822;Female;Marketplace;Wallet;2025;8;11;0,0333333333333333;3;2;5031,81
O000823;Female;Marketplace;COD;2023;2;13;0,0625;4;4;8779,54
O000824;Male;Store;Wallet;2025;10;16;0,05;4;4;6681,13
O000825;Male;Marketplace;Card;2024;9;18;0,0625;4;4;6781,95
O000826;Unknown;Mobile App;Wallet;2024;7;16;0,06;5;3;4491,76
O000827;Male;Web;Card;2025;3;21;0,125;4;3;5371,45
O000828;Male;Mobile App;Bank Transfer;2025;7;2;0,1;1;1;105,43
O000829;Female;Mobile App;Card;2021;3;19;0,025;4;4;9986,96
O000830;Female;Mobile App;Cash;2022;11;13;0,1;3;2;5009,07
O000831;Unknown;Call Center;Cash;2022;8;11;0,1;3;2;3251,51
O000832;Unknown;Store;Wallet;2023;11;14;0,05;3;3;7888,63
O000833;Male;Marketplace;Card;2024;4;24;0,0625;4;3;4317,63
O000834;Male;Call Center;COD;2021;9;9;0;3;3;1435,28
O000835;Female;Call Center;Card;2025;1;14;0,025;4;4;5877,41
O000836;Female;Mobile App;Bank Transfer;2025;10;17;0,0375;4;4;5908,62
O000837;Female;Call Center;Bank Transfer;2024;2;5;0,05;1;1;803,51
O000838;Female;Call Center;Card;2025;11;15;0,0375;4;4;4587,61
O000839;Male;Call Center;Wallet;2022;6;1;0,2;1;1;134,86
O000840;Male;Web;Cash;2021;7;12;0,07;5;4;5418,96
O000841;Unknown;Store;COD;2024;1;11;0,0666666666666667;3;3;1795,61
O000842;Female;Web;Bank Transfer;2023;2;18;0,01;5;4;7815,88
O000843;Male;Web;Cash;2023;5;14;0,0333333333333333;3;3;4706,14
O000844;Unknown;Mobile App;Wallet;2025;4;8;0,1;3;2;3005,03
O000845;Female;Marketplace;Cash;2022;9;9;0,1;2;2;5714,88
O000846;Unknown;Call Center;Cash;2024;7;9;0,0625;4;3;2527,34
O000847;Female;Web;Wallet;2021;11;10;0,0833333333333333;3;3;4451,83
O000848;Unknown;Marketplace;Wallet;2022;11;9;0,0333333333333333;3;3;2514,7
O000849;Male;Call Center;COD;2025;11;17;0,116666666666667;3;3;6456,99
O000850;Female;Marketplace;Wallet;2024;6;13;0,025;4;3;7099,05
O000851;Male;Marketplace;Bank Transfer;2021;7;8;0,025;2;2;3784,2
O000852;Female;Call Center;COD;2025;5;10;0,025;2;2;3129,22
O000853;Female;Call Center;Card;2021;1;13;0,0625;4;4;2984,38
O000854;Unknown;Call Center;Card;2021;3;10;0,025;2;2;2002,6
O000855;Female;Call Center;Wallet;2022;3;17;0,0833333333333333;3;3;6905,58
O000856;Unknown;Marketplace;Card;2021;6;1;0;1;1;397,05
O000857;Male;Store;Bank Transfer;2025;10;4;0,025;2;2;1267,69
O000858;Male;Mobile App;Cash;2021;3;17;0,04;5;4;6236,05
O000859;Male;Call Center;Bank Transfer;2021;10;5;0,1;1;1;767,38
O000860;Female;Web;Bank Transfer;2025;5;2;0;2;1;818,86
O000861;Male;Mobile App;Card;2021;9;4;0,05;2;2;1562,99
O000862;Female;Mobile App;Cash;2025;7;6;0,05;1;1;3302,58
O000863;Female;Mobile App;Bank Transfer;2023;12;1;0,2;1;1;81,25
O000864;Female;Mobile App;Bank Transfer;2022;3;2;0,1;1;1;291,74
O000865;Male;Call Center;COD;2023;2;8;0,1;2;2;2404,21
O000866;Unknown;Store;Card;2025;12;14;0,02;5;4;5734,27
O000867;Male;Web;Cash;2023;8;6;0,2;1;1;1763,66
O000868;Female;Web;Bank Transfer;2024;12;14;0,0625;4;3;5999,3
O000869;Unknown;Marketplace;COD;2024;5;3;0,05;1;1;1126,09
O000870;Male;Store;Card;2025;5;7;0,1;2;1;4168,3
O000871;Female;Store;COD;2023;10;19;0,1;5;4;4128,89
O000872;Female;Web;COD;2024;1;3;0,05;1;1;1131,93
O000873;Unknown;Call Center;Cash;2025;1;4;0,05;1;1;1164,28
O000874;Male;Marketplace;Cash;2022;9;17;0,0375;4;4;7534,46
O000875;Male;Mobile App;COD;2025;4;3;0,075;2;2;907,02
O000876;Male;Store;Bank Transfer;2025;9;6;0;2;2;878,98
O000877;Female;Mobile App;Card;2025;4;10;0,15;2;1;3361,08
O000878;Male;Web;Cash;2024;5;7;0,05;2;2;2502,37
O000879;Female;Store;Card;2025;6;11;0;3;3;5329,92
O000880;Female;Call Center;COD;2023;9;9;0,0666666666666667;3;2;4864,61
O000881;Male;Marketplace;COD;2021;1;10;0,05;2;2;4065,26
O000882;Female;Mobile App;Wallet;2022;8;11;0,1;3;3;2633,67
O000883;Male;Call Center;COD;2024;11;17;0,0666666666666667;3;3;5689,68
O000884;Unknown;Web;Card;2024;7;18;0,08;5;4;6565,92
O000885;Male;Call Center;COD;2021;3;4;0,025;2;2;2091,59
O000886;Unknown;Marketplace;Wallet;2021;9;16;0,01;5;4;7885,94
O000887;Male;Mobile App;Wallet;2025;11;5;0,1;2;2;2182,85
O000888;Female;Marketplace;Cash;2023;12;3;0,1;1;1;1431,92
O000889;Unknown;Marketplace;Bank Transfer;2022;11;16;0,075;4;4;3755,89
O000890;Male;Mobile App;Card;2022;9;3;0,1;1;1;895,48
O000891;Male;Store;Bank Transfer;2024;11;15;0,05;4;4;3723
O000892;Female;Call Center;Bank Transfer;2023;9;11;0,05;5;5;5014,95
O000893;Female;Marketplace;Card;2023;5;14;0,0625;4;3;4826,79
O000894;Unknown;Marketplace;Cash;2023;5;5;0;1;1;1566,1
O000895;Male;Store;Cash;2022;8;5;0,2;1;1;676,64
O000896;Female;Store;Card;2021;5;9;0;2;2;3347,76
O000897;Female;Store;Cash;2022;12;14;0,05;4;4;5590,31
O000898;Male;Call Center;Wallet;2023;9;5;0,2;1;1;2812,32
O000899;Female;Web;Card;2024;9;16;0,11;5;5;7239,55
O000900;Female;Call Center;Wallet;2022;2;6;0,05;1;1;2502,59
O000901;Male;Store;COD;2021;9;17;0,05;4;3;7837,29
O000902;Female;Store;Cash;2021;8;20;0,025;4;4;5083,44
O000903;Female;Web;Bank Transfer;2021;10;1;0;1;1;688,89
O000904;Female;Store;COD;2023;9;5;0,1;1;1;3133,39
O000905;Unknown;Call Center;Wallet;2024;12;18;0,04;5;5;7298,6
O000906;Unknown;Web;Card;2024;7;1;0,05;1;1;480,02
O000907;Female;Marketplace;Bank Transfer;2022;11;10;0,15;4;4;2022,33
O000908;Female;Web;Wallet;2025;11;2;0;1;1;1108,96
O000909;Female;Call Center;Wallet;2022;5;4;0;1;1;3148,4
O000910;Female;Marketplace;Bank Transfer;2022;9;12;0,0333333333333333;3;2;3649,12
O000911;Male;Store;Card;2021;6;16;0,025;4;4;4392,61
O000912;Unknown;Marketplace;Cash;2021;4;1;0,05;1;1;626,36
O000913;Female;Store;Wallet;2022;11;7;0,05;2;2;517,5
O000914;Female;Web;COD;2023;11;14;0,0125;4;4;6185,07
O000915;Female;Call Center;Wallet;2021;1;5;0;1;1;3301,85
O000916;Female;Store;Wallet;2025;2;11;0,1125;4;4;2582,94
O000917;Male;Call Center;COD;2022;12;10;0,075;2;2;4138,02
O000918;Unknown;Marketplace;Cash;2025;7;16;0,125;4;4;3051,83
O000919;Male;Marketplace;Bank Transfer;2022;11;9;0,0833333333333333;3;3;2954,67
O000920;Unknown;Store;Cash;2025;5;12;0,0625;4;3;4820,2
O000921;Male;Marketplace;Card;2021;5;6;0,2;1;1;1394,69
O000922;Male;Store;Wallet;2024;5;2;0,05;1;1;188,86
O000923;Female;Call Center;Card;2023;1;9;0,133333333333333;3;3;2416,79
O000924;Male;Mobile App;COD;2023;2;19;0,025;4;4;9504,32
O000925;Male;Web;COD;2025;9;11;0,1375;4;4;4084,02
O000926;Male;Call Center;Cash;2022;9;7;0,1;3;3;1058,19
O000927;Unknown;Web;Card;2021;12;23;0,02;5;4;9262,22
O000928;Female;Web;Cash;2021;2;19;0,02;5;4;12255,36
O000929;Female;Web;Bank Transfer;2023;2;14;0,0333333333333333;3;3;8110,31
O000930;Male;Call Center;Bank Transfer;2022;6;4;0,05;1;1;2640,89
O000931;Male;Web;Card;2025;4;6;0,0333333333333333;3;3;1804,26
O000932;Male;Store;Cash;2021;12;5;0;1;1;1006,1
O000933;Female;Mobile App;Cash;2024;6;13;0,1;3;1;2833,56
O000934;Male;Marketplace;Card;2022;7;4;0,075;2;2;2160,02
O000935;Female;Mobile App;Wallet;2021;8;16;0,06;5;4;7899,47
O000936;Unknown;Web;Bank Transfer;2025;12;11;0,05;2;1;5483,94
O000937;Male;Marketplace;Wallet;2025;10;9;0,0875;4;4;2989,99
O000938;Unknown;Mobile App;Cash;2025;5;13;0,0666666666666667;3;2;6201,42
O000939;Unknown;Call Center;Card;2021;1;12;0,05;3;3;4125,79
O000940;Male;Call Center;Cash;2022;7;13;0;4;4;2436,55
O000941;Unknown;Store;Cash;2021;1;18;0,08;5;4;6663,58
O000942;Female;Call Center;Cash;2024;5;3;0;1;1;1591,02
O000943;Female;Call Center;Cash;2023;7;4;0,0666666666666667;3;2;2702,18
O000944;Female;Mobile App;Card;2023;1;2;0,1;1;1;998,06
O000945;Male;Marketplace;Wallet;2024;11;6;0,1;1;1;1920,29
O000946;Male;Web;Bank Transfer;2023;1;6;0;1;1;3507
O000947;Male;Call Center;Bank Transfer;2022;9;4;0,1;1;1;2358,79
O000948;Female;Mobile App;Cash;2023;2;15;0,125;4;4;7208,35
O000949;Male;Mobile App;COD;2021;7;3;0,025;2;2;1781,57
O000950;Female;Call Center;Bank Transfer;2023;9;5;0;2;2;1939,72
O000951;Male;Marketplace;COD;2021;11;17;0,175;4;2;5387,52
O000952;Unknown;Store;Cash;2021;7;5;0,2;1;1;1298,08
O000953;Unknown;Call Center;Card;2024;7;9;0,133333333333333;3;2;1423,14
O000954;Female;Web;Card;2021;7;14;0,02;5;4;4914,68
O000955;Female;Marketplace;Bank Transfer;2021;7;4;0;1;1;2105,48
O000956;Male;Mobile App;Bank Transfer;2023;10;17;0,02;5;4;8033,92
O000957;Female;Web;Card;2021;6;8;0,0666666666666667;3;2;1666,81
O000958;Female;Marketplace;COD;2025;4;19;0,075;4;2;5689,58
O000959;Male;Web;Card;2023;9;2;0;1;1;511,36
O000960;Female;Store;Card;2024;11;8;0,125;2;2;732,77
O000961;Male;Call Center;Card;2022;1;14;0,0166666666666667;3;3;8030,14
O000962;Unknown;Mobile App;Cash;2023;6;11;0,1375;4;2;3351,56
O000963;Male;Web;COD;2022;9;7;0;2;2;4928,61
O000964;Male;Web;Cash;2021;3;8;0,05;2;2;1492,59
O000965;Male;Store;Bank Transfer;2024;5;7;0,05;2;2;845,93
O000966;Male;Marketplace;Card;2024;10;19;0,09;5;5;6107,84
O000967;Unknown;Mobile App;Wallet;2022;7;14;0,0666666666666667;3;3;7942,87
O000968;Female;Call Center;COD;2024;5;5;0,2;1;1;1704,68
O000969;Unknown;Call Center;Wallet;2022;8;8;0,0666666666666667;2;1;1758,19
O000970;Female;Store;Wallet;2024;6;18;0,075;4;4;9464,84
O000971;Female;Web;Card;2024;2;13;0,0625;4;4;4602,85
O000972;Female;Web;Wallet;2021;10;6;0;3;3;2732,5
O000973;Male;Marketplace;Bank Transfer;2025;11;15;0,0125;4;3;5169,82
O000974;Male;Marketplace;Bank Transfer;2021;4;12;0,05;4;4;4908,68
O000975;Unknown;Marketplace;Cash;2023;4;8;0,075;2;2;679,85
O000976;Female;Mobile App;COD;2025;12;7;0,075;2;2;1006,33
O000977;Male;Mobile App;Cash;2025;5;9;0,05;2;2;2123,55
O000978;Female;Call Center;Cash;2023;5;5;0,1;1;1;820,75
O000979;Unknown;Web;Bank Transfer;2025;4;10;0,05;3;2;4358,52
O000980;Female;Call Center;Wallet;2024;9;9;0,0625;4;3;3996,68
O000981;Unknown;Store;Wallet;2025;9;11;0,0625;4;4;3835,08
O000982;Male;Marketplace;Card;2025;1;20;0,1;5;5;5641,82
O000983;Female;Mobile App;Wallet;2025;10;4;0;2;1;1448,12
O000984;Male;Web;Cash;2022;9;8;0,0833333333333333;3;2;1963,32
O000985;Female;Call Center;Bank Transfer;2025;5;13;0;4;4;3954,45
O000986;Female;Store;Card;2024;7;17;0,06;4;3;7014,81
O000987;Male;Mobile App;COD;2024;4;8;0,05;2;2;1795,75
O000988;Female;Mobile App;Card;2021;7;1;0,2;1;1;172,94
O000989;Female;Store;Cash;2022;8;1;0,05;1;1;502,07
O000990;Unknown;Store;Card;2023;6;25;0,06;5;3;13030,79
O000991;Male;Store;COD;2022;11;6;0,1;1;1;1986,39
O000992;Unknown;Mobile App;Card;2021;11;10;0,025;2;2;4621,64
O000993;Unknown;Marketplace;Bank Transfer;2021;10;5;0;1;1;1198,75
O000994;Male;Call Center;Card;2024;3;11;0,133333333333333;3;3;2912,58
O000995;Unknown;Mobile App;Wallet;2022;1;10;0,09;5;3;3343,73
O000996;Female;Store;COD;2021;3;14;0,05;4;4;4193,04
O000997;Male;Mobile App;COD;2025;1;6;0;1;1;4261,74
O000998;Female;Marketplace;COD;2025;6;4;0,0625;4;4;1535,43
O000999;Male;Mobile App;COD;2025;10;3;0;1;1;445,71
O001000;Male;Call Center;Card;2025;2;16;0,1625;4;4;6001,29
O001001;Female;Marketplace;Bank Transfer;2025;11;7;0,1;2;1;2599,94
O001002;Male;Marketplace;Card;2024;8;10;0,1;3;3;4938,92
O001003;Female;Marketplace;Wallet;2022;12;17;0,05;3;2;9298,77
O001004;Unknown;Store;COD;2025;9;7;0,1;3;3;3777,58
O001005;Female;Marketplace;Card;2025;7;7;0,025;2;2;2897,82
O001006;Female;Mobile App;COD;2021;9;20;0,075;4;3;4773,58
O001007;Female;Marketplace;Cash;2022;7;14;0,0833333333333333;3;3;7358,04
O001008;Female;Marketplace;Bank Transfer;2023;3;3;0;1;1;2254,89
O001009;Female;Mobile App;Card;2024;12;1;0,05;1;1;487,73
O001010;Male;Mobile App;COD;2023;7;20;0,11;5;3;6416,49
O001011;Male;Mobile App;Card;2023;7;11;0,0833333333333333;3;2;7304,78
O001012;Female;Call Center;COD;2022;7;15;0,0666666666666667;3;2;7051,5
O001013;Unknown;Marketplace;Bank Transfer;2022;11;4;0;1;1;651,44
O001014;Male;Store;Bank Transfer;2023;8;9;0,05;3;2;2297,7
O001015;Unknown;Store;Bank Transfer;2023;4;10;0,1125;4;3;4058,44
O001016;Female;Mobile App;Cash;2023;9;14;0,04;5;4;8536,86
O001017;Male;Call Center;Bank Transfer;2024;10;6;0;1;1;1391,04
O001018;Female;Marketplace;Wallet;2021;2;1;0,1;1;1;344,02
O001019;Male;Marketplace;Wallet;2024;1;8;0,125;2;2;3957,5
O001020;Female;Call Center;COD;2022;12;1;0,1;1;1;117,35
O001021;Male;Mobile App;COD;2022;3;18;0,0125;4;4;7669,56
O001022;Male;Marketplace;Card;2024;11;14;0,1;4;3;7349,46
O001023;Male;Marketplace;COD;2022;5;13;0,02;5;4;7664,56
O001024;Male;Marketplace;COD;2025;9;9;0,0166666666666667;3;2;4784,89
O001025;Female;Marketplace;Bank Transfer;2023;7;17;0,05;5;5;5916,67
O001026;Female;Store;Wallet;2022;7;20;0,07;5;4;6230,96
O001027;Male;Call Center;COD;2021;1;5;0,2;1;1;2703,4
O001028;Unknown;Marketplace;Cash;2023;10;9;0,116666666666667;3;3;1816,17
O001029;Female;Store;COD;2024;1;14;0,0375;4;4;6219,44
O001030;Female;Store;Card;2024;2;14;0;4;3;4626,98
O001031;Female;Call Center;Bank Transfer;2021;12;9;0,0666666666666667;3;3;2449,24
O001032;Male;Mobile App;Cash;2021;1;12;0,0166666666666667;3;3;6127,58
O001033;Male;Marketplace;Cash;2022;1;9;0,1;2;1;4126,47
O001034;Female;Store;COD;2023;10;4;0,05;1;1;2242,57
O001035;Female;Mobile App;Card;2023;2;13;0,075;4;4;4049,55
O001036;Male;Store;Wallet;2025;4;8;0,125;4;3;2070,27
O001037;Unknown;Store;Wallet;2022;12;13;0,1;5;4;3664,39
O001038;Male;Call Center;Cash;2023;5;11;0,025;2;2;6349,03
O001039;Female;Call Center;COD;2023;12;11;0,175;4;3;3184,77
O001040;Unknown;Call Center;Card;2024;12;4;0;1;1;2231,24
O001041;Female;Web;COD;2023;4;8;0,05;2;2;4473,72
O001042;Female;Mobile App;Wallet;2023;3;19;0,05;5;4;6631,65
O001043;Male;Marketplace;Card;2024;3;2;0,1;1;1;334,04
O001044;Female;Call Center;Card;2023;9;15;0,05;5;3;4019,34
O001045;Female;Call Center;Wallet;2024;3;7;0,1;2;2;2098,37
O001046;Male;Web;Card;2023;5;14;0,0333333333333333;3;3;6688,98
O001047;Male;Mobile App;Wallet;2021;6;9;0,05;2;2;4517,97
O001048;Female;Mobile App;Card;2025;5;6;0,1;1;1;1069,31
O001049;Female;Web;Card;2023;11;3;0,05;1;1;873,35
O001050;Male;Marketplace;Wallet;2021;6;1;0,2;1;1;363,9
O001051;Male;Marketplace;Card;2022;12;3;0,125;2;2;410,01
O001052;Male;Mobile App;Wallet;2024;4;8;0,15;2;2;2300,3
O001053;Male;Mobile App;Wallet;2022;9;17;0,15;4;3;8040,88
O001054;Male;Call Center;Bank Transfer;2024;12;9;0,2;3;3;2965,95
O001055;Unknown;Web;Cash;2025;3;2;0,05;1;1;809,72
O001056;Male;Store;Card;2024;4;6;0,0833333333333333;3;3;3545,99
O001057;Female;Call Center;Cash;2021;9;1;0,05;1;1;726,89
O001058;Female;Call Center;COD;2025;6;1;0;1;1;255,68
O001059;Unknown;Mobile App;COD;2024;6;14;0,0666666666666667;3;3;5190,25
O001060;Male;Mobile App;Wallet;2023;3;6;0;2;1;2923,02
O001061;Male;Call Center;Wallet;2022;9;3;0;1;1;1380,96
O001062;Male;Call Center;COD;2025;2;6;0,075;2;2;3298,74
O001063;Female;Call Center;Card;2021;12;4;0,075;2;2;552,44
O001064;Male;Store;Cash;2023;5;9;0,04;5;5;3178,75
O001065;Female;Mobile App;COD;2023;1;9;0,075;2;2;1504,7
O001066;Male;Web;Card;2025;10;2;0,05;1;1;954,48
O001067;Unknown;Marketplace;COD;2025;4;4;0,1;1;1;1943,96
O001068;Female;Call Center;Wallet;2022;5;8;0,0375;4;4;3083,4
O001069;Female;Web;Cash;2022;9;3;0,1;1;1;993,2
O001070;Female;Marketplace;Bank Transfer;2025;8;9;0,125;4;4;4150,17
O001071;Female;Store;Bank Transfer;2023;5;8;0,14;5;4;4060,89
O001072;Male;Mobile App;Bank Transfer;2023;7;9;0,2;2;2;590,38
O001073;Female;Marketplace;Wallet;2022;8;4;0,1;1;1;1379,66
O001074;Unknown;Store;Wallet;2025;4;15;0,075;4;3;7759,99
O001075;Female;Call Center;Card;2022;7;11;0,07;5;4;4478,11
O001076;Male;Store;Card;2022;11;5;0,2;1;1;2522,88
O001077;Unknown;Marketplace;Cash;2022;5;12;0,0666666666666667;3;2;4225,39
O001078;Female;Marketplace;Wallet;2021;8;7;0,075;2;2;2650,88
O001079;Male;Call Center;Bank Transfer;2023;7;8;0,0666666666666667;3;2;1512,6
O001080;Unknown;Web;Card;2023;11;19;0,06;5;5;5908,13
O001081;Male;Marketplace;Bank Transfer;2023;8;2;0,05;1;1;1308,89
O001082;Male;Web;COD;2022;5;2;0,1;1;1;899,26
O001083;Male;Marketplace;Wallet;2024;5;21;0,1;5;4;7384,77
O001084;Female;Store;Cash;2022;8;18;0,01;5;5;5366,67
O001085;Unknown;Call Center;Wallet;2025;6;1;0,05;1;1;75,33
O001086;Male;Call Center;COD;2025;4;2;0,1;1;1;1059,41
O001087;Female;Store;Wallet;2022;5;4;0;1;1;888,16
O001088;Male;Marketplace;Bank Transfer;2024;12;15;0,03;5;5;7305,73
O001089;Female;Marketplace;Card;2023;11;4;0,1;1;1;2841,37
O001090;Female;Web;Bank Transfer;2024;5;10;0,0125;4;4;4612,06
O001091;Unknown;Web;Card;2023;7;9;0,0333333333333333;3;2;4646,41
O001092;Male;Mobile App;Wallet;2025;11;10;0,1;2;2;3903,18
O001093;Female;Mobile App;Card;2022;3;9;0,2;2;2;2711,06
O001094;Female;Store;Bank Transfer;2024;2;15;0,0625;4;3;3314,93
O001095;Female;Call Center;Cash;2025;12;12;0,1;3;2;2625,17
O001096;Female;Store;COD;2023;1;5;0,1;1;1;1456,65
O001097;Male;Store;Wallet;2024;5;1;0;1;1;349,75
O001098;Male;Mobile App;COD;2022;1;2;0;1;1;1164,54
O001099;Female;Marketplace;Wallet;2025;9;10;0,0875;4;4;4470,72
O001100;Female;Web;Bank Transfer;2021;5;2;0;1;1;703,84
O001101;Unknown;Web;Card;2024;7;13;0,1125;4;4;4999,56
O001102;Male;Web;Card;2024;12;17;0,15;4;3;2991,12
O001103;Female;Mobile App;Bank Transfer;2025;4;17;0,05;5;2;8114,46
O001104;Female;Call Center;Wallet;2024;12;10;0,025;2;2;2109,27
O001105;Male;Web;COD;2023;3;13;0,133333333333333;3;2;2953,59
O001106;Female;Mobile App;Wallet;2023;9;1;0,1;1;1;621,21
O001107;Female;Call Center;Card;2021;10;3;0,1;2;1;1852,25
O001108;Female;Web;Bank Transfer;2023;11;6;0,1;1;1;2772,36
O001109;Unknown;Call Center;Bank Transfer;2022;12;17;0,04;5;3;6669,18
O001110;Female;Store;Wallet;2021;2;3;0;2;2;1703,33
O001111;Male;Marketplace;Cash;2021;3;10;0,15;3;3;1216,27
O001112;Male;Call Center;Wallet;2022;3;4;0,05;2;2;1609,83
O001113;Female;Marketplace;COD;2022;8;12;0,08;5;4;3329,95
O001114;Female;Web;Bank Transfer;2021;8;18;0,03;5;3;6777,83
O001115;Male;Web;Wallet;2022;11;13;0,133333333333333;3;3;3205,97
O001116;Unknown;Marketplace;Bank Transfer;2022;7;12;0,1;5;4;5414,14
O001117;Female;Mobile App;COD;2021;3;6;0;1;1;3523,8
O001118;Female;Call Center;Card;2025;4;13;0,1125;4;3;5470,63
O001119;Female;Marketplace;COD;2023;2;6;0,2;1;1;2082,67
O001120;Unknown;Store;Card;2022;7;18;0,08;5;3;5734,3
O001121;Unknown;Store;COD;2023;11;12;0,1;2;2;2354,21
O001122;Female;Mobile App;Wallet;2025;5;4;0,2;1;1;2044,8
O001123;Male;Web;COD;2022;8;6;0,05;1;1;1969,75
O001124;Unknown;Marketplace;Cash;2024;7;15;0,1;3;3;6676,13
O001125;Female;Store;Card;2021;4;6;0;1;1;2660,1
O001126;Female;Marketplace;Wallet;2022;1;7;0,0166666666666667;3;2;3209,71
O001127;Unknown;Mobile App;Bank Transfer;2022;5;4;0,075;2;2;586,96
O001128;Male;Mobile App;Bank Transfer;2022;10;3;0;1;1;1894,92
O001129;Male;Store;Card;2025;6;10;0,025;2;2;5604,91
O001130;Female;Mobile App;Cash;2023;1;10;0,0166666666666667;3;3;1479,78
